ItemID,label
420,0
421,0
422,1
423,0
424,0
425,0
426,0
427,0
428,1
429,1
430,0
431,0
432,1
433,1
434,0
435,1
436,1
437,0
438,0
439,0
440,1
441,0
442,1
443,1
444,1
445,1
446,1
447,0
448,0
449,0
450,1
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,1
461,1
462,0
463,0
464,0
465,0
466,0
467,0
468,1
469,1
470,1
471,0
472,0
473,1
474,0
475,1
476,0
477,1
478,0
479,0
480,0
481,0
482,1
483,1
484,0
485,0
486,1
487,0
488,0
489,1
490,1
491,1
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,1
503,0
504,0
505,1
506,0
507,1
508,1
509,0
510,1
511,1
512,0
513,0
514,0
515,0
516,0
517,1
518,0
519,1
520,0
521,0
522,0
523,0
524,0
525,1
526,0
527,1
528,1
529,0
530,1
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,1
540,1
541,0
542,1
543,0
544,1
545,0
546,0
547,0
548,0
549,0
550,1
551,0
552,0
553,0
554,0
555,1
556,0
557,1
558,0
559,0
560,0
561,0
562,1
563,1
564,1
565,0
566,1
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,1
580,0
581,0
582,0
583,1
584,0
585,0
586,0
587,0
588,1
589,0
590,1
591,1
592,0
593,1
594,1
595,0
596,0
597,1
598,0
599,0
600,0
601,0
602,0
603,1
604,0
605,0
606,1
607,1
608,0
609,0
610,1
611,1
612,0
613,0
614,1
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,1
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,1
633,1
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,1
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,1
653,0
654,0
655,1
656,1
657,0
658,0
659,0
660,0
661,1
662,1
663,0
664,0
665,0
666,1
667,1
668,0
669,0
670,1
671,0
672,1
673,0
674,0
675,0
676,0
677,1
678,0
679,1
680,1
681,1
682,1
683,0
684,0
685,0
686,0
687,1
688,1
689,0
690,0
691,0
692,1
693,1
694,1
695,1
696,0
697,0
698,0
699,0
700,0
701,1
702,0
703,0
704,0
705,0
706,0
707,0
708,1
709,0
710,0
711,1
712,1
713,1
714,0
715,0
716,1
717,1
718,1
719,0
720,0
721,1
722,0
723,1
724,0
725,0
726,1
727,0
728,0
729,1
730,0
731,1
732,0
733,0
734,0
735,1
736,0
737,0
738,0
739,1
740,0
741,0
742,0
743,0
744,0
745,1
746,0
747,1
748,0
749,1
750,1
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,1
761,0
762,1
763,0
764,0
765,1
766,0
767,0
768,0
769,0
770,1
771,0
772,1
773,0
774,1
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,1
786,1
787,0
788,0
789,0
790,0
791,1
792,0
793,0
794,1
795,0
796,1
797,0
798,1
799,0
800,1
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,1
811,1
812,0
813,1
814,0
815,1
816,1
817,0
818,1
819,0
820,1
821,0
822,1
823,0
824,0
825,1
826,0
827,1
828,0
829,1
830,1
831,0
832,1
833,0
834,0
835,0
836,0
837,0
838,1
839,1
840,1
841,0
842,0
843,1
844,1
845,1
846,0
847,1
848,1
849,0
850,1
851,0
852,0
853,0
854,1
855,1
856,0
857,0
858,0
859,1
860,1
861,1
862,0
863,0
864,1
865,0
866,1
867,1
868,0
869,1
870,1
871,1
872,1
873,1
874,1
875,0
876,0
877,0
878,0
879,1
880,0
881,0
882,1
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,1
896,1
897,0
898,0
899,1
900,0
901,0
902,0
903,0
904,0
905,1
906,1
907,0
908,1
909,1
910,0
911,0
912,1
913,0
914,1
915,1
916,0
917,0
918,0
919,1
920,1
921,0
922,1
923,0
924,0
925,1
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,1
934,0
935,1
936,0
937,0
938,1
939,0
940,1
941,1
942,0
943,0
944,0
945,1
946,0
947,0
948,1
949,1
950,1
951,1
952,1
953,0
954,0
955,0
956,1
957,1
958,0
959,1
960,0
961,0
962,0
963,0
964,0
965,1
966,1
967,0
968,1
969,1
970,0
971,1
972,1
973,0
974,1
975,1
976,1
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,1
985,0
986,0
987,1
988,0
989,0
990,1
991,0
992,0
993,1
994,0
995,1
996,1
997,0
998,0
999,0
1000,0
1001,1
1002,1
1003,0
1004,0
1005,0
1006,0
1007,0
1008,1
1009,0
1010,0
1011,1
1012,1
1013,1
1014,0
1015,0
1016,0
1017,0
1018,0
1019,1
1020,0
1021,0
1022,0
1023,0
1024,0
1025,0
1026,1
1027,0
1028,0
1029,0
1030,0
1031,1
1032,1
1033,0
1034,1
1035,0
1036,1
1037,0
1038,0
1039,1
1040,1
1041,0
1042,0
1043,0
1044,0
1045,1
1046,0
1047,1
1048,1
1049,0
1050,0
1051,0
1052,1
1053,0
1054,1
1055,0
1056,1
1057,0
1058,0
1059,0
1060,0
1061,0
1062,1
1063,0
1064,0
1065,1
1066,0
1067,0
1068,0
1069,0
1070,0
1071,1
1072,1
1073,1
1074,1
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,1
1082,1
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,0
1090,1
1091,0
1092,0
1093,1
1094,0
1095,0
1096,1
1097,0
1098,0
1099,1
1100,0
1101,1
1102,0
1103,1
1104,1
1105,1
1106,0
1107,0
1108,0
1109,0
1110,1
1111,0
1112,0
1113,0
1114,0
1115,0
1116,0
1117,1
1118,0
1119,0
1120,0
1121,1
1122,0
1123,1
1124,1
1125,0
1126,1
1127,0
1128,0
1129,1
1130,0
1131,0
1132,0
1133,1
1134,0
1135,1
1136,0
1137,0
1138,0
1139,0
1140,0
1141,1
1142,0
1143,0
1144,0
1145,0
1146,1
1147,0
1148,0
1149,0
1150,1
1151,0
1152,0
1153,1
1154,0
1155,0
1156,1
1157,0
1158,0
1159,0
1160,1
1161,0
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,0
1170,1
1171,0
1172,1
1173,0
1174,1
1175,0
1176,1
1177,1
1178,1
1179,0
1180,0
1181,0
1182,0
1183,0
1184,0
1185,1
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1192,1
1193,1
1194,1
1195,0
1196,1
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,1
1205,1
1206,0
1207,1
1208,1
1209,1
1210,0
1211,0
1212,0
1213,1
1214,1
1215,0
1216,0
1217,0
1218,1
1219,0
1220,0
1221,0
1222,0
1223,0
1224,0
1225,1
1226,0
1227,0
1228,1
1229,0
1230,0
1231,0
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,1
1239,0
1240,1
1241,0
1242,0
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,1
1253,0
1254,0
1255,0
1256,0
1257,0
1258,0
1259,1
1260,1
1261,0
1262,1
1263,0
1264,0
1265,0
1266,0
1267,0
1268,1
1269,0
1270,0
1271,1
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,0
1279,0
1280,0
1281,0
1282,1
1283,1
1284,0
1285,1
1286,1
1287,0
1288,0
1289,0
1290,0
1291,1
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,1
1299,0
1300,1
1301,0
1302,0
1303,1
1304,0
1305,1
1306,0
1307,0
1308,1
1309,0
1310,0
1311,1
1312,0
1313,1
1314,0
1315,0
1316,0
1317,1
1318,0
1319,1
1320,1
1321,1
1322,0
1323,0
1324,0
1325,1
1326,1
1327,0
1328,0
1329,0
1330,1
1331,0
1332,0
1333,0
1334,0
1335,0
1336,0
1337,1
1338,1
1339,0
1340,0
1341,0
1342,1
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,1
1353,0
1354,1
1355,1
1356,0
1357,0
1358,0
1359,0
1360,1
1361,0
1362,1
1363,1
1364,0
1365,0
1366,0
1367,1
1368,1
1369,1
1370,0
1371,0
1372,0
1373,1
1374,0
1375,0
1376,0
1377,0
1378,1
1379,1
1380,0
1381,0
1382,0
1383,1
1384,0
1385,0
1386,0
1387,0
1388,1
1389,1
1390,0
1391,0
1392,1
1393,1
1394,0
1395,0
1396,0
1397,0
1398,1
1399,0
1400,1
1401,0
1402,0
1403,0
1404,1
1405,0
1406,0
1407,1
1408,1
1409,0
1410,0
1411,1
1412,0
1413,1
1414,0
1415,0
1416,1
1417,0
1418,0
1419,1
1420,0
1421,0
1422,1
1423,1
1424,0
1425,1
1426,1
1427,1
1428,1
1429,1
1430,0
1431,1
1432,0
1433,0
1434,1
1435,1
1436,1
1437,0
1438,1
1439,0
1440,0
1441,1
1442,0
1443,0
1444,0
1445,0
1446,1
1447,0
1448,1
1449,1
1450,0
1451,0
1452,1
1453,0
1454,1
1455,1
1456,0
1457,1
1458,0
1459,1
1460,1
1461,1
1462,1
1463,0
1464,1
1465,0
1466,1
1467,1
1468,1
1469,1
1470,0
1471,0
1472,0
1473,1
1474,1
1475,1
1476,1
1477,0
1478,0
1479,0
1480,0
1481,1
1482,0
1483,0
1484,1
1485,0
1486,0
1487,0
1488,1
1489,0
1490,1
1491,1
1492,1
1493,0
1494,1
1495,1
1496,0
1497,1
1498,0
1499,0
1500,0
1501,0
1502,1
1503,0
1504,0
1505,1
1506,0
1507,0
1508,1
1509,0
1510,1
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,0
1520,0
1521,1
1522,0
1523,0
1524,0
1525,0
1526,1
1527,1
1528,0
1529,0
1530,1
1531,0
1532,0
1533,1
1534,1
1535,0
1536,0
1537,0
1538,1
1539,1
1540,0
1541,0
1542,1
1543,0
1544,0
1545,0
1546,0
1547,1
1548,0
1549,0
1550,1
1551,0
1552,1
1553,0
1554,0
1555,0
1556,1
1557,0
1558,1
1559,1
1560,0
1561,0
1562,0
1563,0
1564,1
1565,0
1566,0
1567,0
1568,0
1569,0
1570,1
1571,0
1572,0
1573,0
1574,0
1575,1
1576,0
1577,0
1578,0
1579,0
1580,0
1581,0
1582,1
1583,0
1584,1
1585,1
1586,0
1587,1
1588,0
1589,1
1590,1
1591,0
1592,0
1593,0
1594,1
1595,0
1596,0
1597,1
1598,0
1599,1
1600,1
1601,1
1602,0
1603,0
1604,1
1605,1
1606,1
1607,0
1608,1
1609,0
1610,0
1611,0
1612,1
1613,1
1614,0
1615,0
1616,0
1617,0
1618,0
1619,1
1620,0
1621,0
1622,1
1623,0
1624,0
1625,1
1626,0
1627,1
1628,0
1629,0
1630,1
1631,1
1632,0
1633,0
1634,1
1635,1
1636,0
1637,0
1638,1
1639,1
1640,1
1641,0
1642,0
1643,0
1644,0
1645,0
1646,1
1647,0
1648,0
1649,0
1650,0
1651,0
1652,0
1653,0
1654,0
1655,1
1656,0
1657,0
1658,0
1659,1
1660,0
1661,1
1662,0
1663,0
1664,1
1665,1
1666,1
1667,1
1668,0
1669,1
1670,0
1671,0
1672,0
1673,0
1674,1
1675,0
1676,1
1677,1
1678,1
1679,0
1680,0
1681,0
1682,1
1683,0
1684,1
1685,0
1686,1
1687,0
1688,0
1689,0
1690,0
1691,0
1692,0
1693,1
1694,1
1695,0
1696,0
1697,0
1698,0
1699,0
1700,0
1701,0
1702,0
1703,0
1704,1
1705,1
1706,1
1707,0
1708,0
1709,0
1710,0
1711,0
1712,0
1713,0
1714,0
1715,0
1716,0
1717,0
1718,0
1719,0
1720,0
1721,1
1722,1
1723,0
1724,0
1725,0
1726,0
1727,1
1728,0
1729,0
1730,0
1731,0
1732,1
1733,1
1734,1
1735,0
1736,0
1737,1
1738,0
1739,0
1740,1
1741,0
1742,0
1743,0
1744,1
1745,0
1746,1
1747,1
1748,0
1749,0
1750,1
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,0
1758,0
1759,1
1760,1
1761,0
1762,1
1763,0
1764,1
1765,0
1766,1
1767,0
1768,0
1769,1
1770,1
1771,1
1772,1
1773,0
1774,0
1775,1
1776,0
1777,0
1778,1
1779,0
1780,0
1781,0
1782,1
1783,0
1784,0
1785,0
1786,0
1787,1
1788,0
1789,0
1790,0
1791,1
1792,0
1793,0
1794,0
1795,1
1796,1
1797,0
1798,0
1799,0
1800,0
1801,0
1802,1
1803,1
1804,1
1805,1
1806,1
1807,1
1808,1
1809,1
1810,1
1811,1
1812,1
1813,1
1814,0
1815,0
1816,0
1817,1
1818,1
1819,1
1820,0
1821,0
1822,0
1823,1
1824,0
1825,1
1826,1
1827,0
1828,0
1829,1
1830,0
1831,0
1832,1
1833,1
1834,1
1835,1
1836,0
1837,0
1838,0
1839,0
1840,1
1841,0
1842,1
1843,0
1844,1
1845,0
1846,1
1847,0
1848,0
1849,0
1850,1
1851,1
1852,0
1853,1
1854,1
1855,1
1856,0
1857,1
1858,1
1859,0
1860,0
1861,0
1862,0
1863,0
1864,1
1865,1
1866,1
1867,0
1868,0
1869,0
1870,0
1871,1
1872,1
1873,0
1874,0
1875,0
1876,1
1877,0
1878,0
1879,1
1880,1
1881,1
1882,0
1883,0
1884,0
1885,1
1886,1
1887,0
1888,1
1889,0
1890,0
1891,1
1892,0
1893,0
1894,0
1895,0
1896,1
1897,0
1898,0
1899,1
1900,0
1901,1
1902,0
1903,1
1904,1
1905,1
1906,0
1907,1
1908,0
1909,1
1910,0
1911,0
1912,0
1913,1
1914,0
1915,1
1916,1
1917,1
1918,0
1919,0
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,0
1927,0
1928,1
1929,0
1930,1
1931,0
1932,0
1933,0
1934,0
1935,1
1936,0
1937,0
1938,0
1939,0
1940,0
1941,1
1942,0
1943,1
1944,1
1945,1
1946,1
1947,0
1948,0
1949,0
1950,0
1951,0
1952,1
1953,1
1954,1
1955,0
1956,0
1957,0
1958,0
1959,1
1960,1
1961,1
1962,1
1963,1
1964,1
1965,1
1966,0
1967,1
1968,0
1969,1
1970,0
1971,1
1972,0
1973,0
1974,0
1975,1
1976,0
1977,0
1978,1
1979,1
1980,0
1981,1
1982,0
1983,0
1984,0
1985,1
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,1
1993,1
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,1
2002,1
2003,1
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,1
2015,1
2016,0
2017,0
2018,0
2019,1
2020,0
2021,0
2022,0
2023,1
2024,1
2025,0
2026,0
2027,0
2028,0
2029,0
2030,0
2031,1
2032,0
2033,0
2034,0
2035,0
2036,0
2037,0
2038,0
2039,1
2040,0
2041,0
2042,0
2043,1
2044,0
2045,1
2046,1
2047,0
2048,0
2049,0
2050,0
2051,0
2052,1
2053,0
2054,0
2055,0
2056,0
2057,1
2058,1
2059,0
2060,0
2061,0
2062,0
2063,0
2064,0
2065,0
2066,1
2067,0
2068,1
2069,0
2070,0
2071,1
2072,0
2073,0
2074,1
2075,0
2076,0
2077,0
2078,1
2079,0
2080,0
2081,0
2082,0
2083,1
2084,0
2085,0
2086,0
2087,0
2088,0
2089,0
2090,0
2091,0
2092,0
2093,0
2094,0
2095,0
2096,1
2097,1
2098,0
2099,0
2100,0
2101,0
2102,0
2103,1
2104,0
2105,1
2106,0
2107,0
2108,0
2109,1
2110,1
2111,1
2112,0
2113,1
2114,1
2115,0
2116,0
2117,0
2118,0
2119,0
2120,0
2121,1
2122,0
2123,0
2124,1
2125,0
2126,0
2127,1
2128,0
2129,1
2130,0
2131,0
2132,1
2133,0
2134,0
2135,0
2136,0
2137,0
2138,0
2139,0
2140,0
2141,1
2142,1
2143,0
2144,1
2145,1
2146,1
2147,1
2148,0
2149,1
2150,0
2151,0
2152,1
2153,1
2154,1
2155,1
2156,1
2157,0
2158,0
2159,1
2160,0
2161,1
2162,0
2163,0
2164,0
2165,0
2166,0
2167,0
2168,1
2169,1
2170,0
2171,1
2172,0
2173,0
2174,1
2175,1
2176,0
2177,1
2178,1
2179,1
2180,0
2181,0
2182,0
2183,0
2184,1
2185,1
2186,0
2187,1
2188,0
2189,0
2190,1
2191,0
2192,1
2193,1
2194,0
2195,0
2196,0
2197,1
2198,1
2199,1
2200,1
2201,1
2202,1
2203,1
2204,1
2205,0
2206,1
2207,1
2208,0
2209,1
2210,1
2211,0
2212,0
2213,0
2214,0
2215,1
2216,1
2217,0
2218,0
2219,0
2220,0
2221,0
2222,0
2223,0
2224,1
2225,1
2226,0
2227,0
2228,0
2229,1
2230,0
2231,0
2232,0
2233,1
2234,0
2235,0
2236,0
2237,0
2238,0
2239,0
2240,0
2241,1
2242,0
2243,0
2244,1
2245,1
2246,0
2247,0
2248,1
2249,1
2250,0
2251,0
2252,0
2253,0
2254,1
2255,0
2256,0
2257,0
2258,0
2259,0
2260,1
2261,1
2262,0
2263,1
2264,1
2265,0
2266,0
2267,1
2268,0
2269,0
2270,1
2271,0
2272,0
2273,0
2274,0
2275,0
2276,0
2277,1
2278,0
2279,0
2280,1
2281,1
2282,1
2283,1
2284,1
2285,0
2286,0
2287,0
2288,0
2289,1
2290,0
2291,0
2292,0
2293,0
2294,0
2295,1
2296,0
2297,1
2298,1
2299,1
2300,0
2301,0
2302,0
2303,0
2304,0
2305,0
2306,0
2307,0
2308,0
2309,0
2310,1
2311,1
2312,0
2313,0
2314,0
2315,0
2316,0
2317,0
2318,0
2319,0
2320,0
2321,0
2322,0
2323,0
2324,1
2325,0
2326,0
2327,1
2328,0
2329,0
2330,0
2331,0
2332,1
2333,1
2334,0
2335,0
2336,0
2337,0
2338,0
2339,1
2340,0
2341,1
2342,1
2343,0
2344,1
2345,1
2346,1
2347,0
2348,0
2349,0
2350,0
2351,0
2352,0
2353,0
2354,0
2355,1
2356,0
2357,0
2358,1
2359,1
2360,1
2361,0
2362,0
2363,1
2364,0
2365,1
2366,0
2367,1
2368,1
2369,0
2370,0
2371,0
2372,0
2373,1
2374,0
2375,0
2376,0
2377,0
2378,1
2379,1
2380,0
2381,0
2382,1
2383,1
2384,1
2385,0
2386,0
2387,1
2388,1
2389,0
2390,0
2391,0
2392,0
2393,1
2394,0
2395,0
2396,0
2397,0
2398,0
2399,0
2400,0
2401,0
2402,0
2403,0
2404,0
2405,1
2406,1
2407,0
2408,0
2409,0
2410,0
2411,0
2412,0
2413,0
2414,1
2415,0
2416,0
2417,0
2418,0
2419,0
2420,1
2421,1
2422,0
2423,1
2424,1
2425,0
2426,0
2427,0
2428,0
2429,0
2430,1
2431,0
2432,0
2433,0
2434,0
2435,0
2436,1
2437,0
2438,0
2439,0
2440,0
2441,0
2442,1
2443,0
2444,0
2445,0
2446,0
2447,0
2448,0
2449,1
2450,1
2451,1
2452,1
2453,0
2454,1
2455,0
2456,0
2457,1
2458,0
2459,1
2460,1
2461,0
2462,0
2463,1
2464,0
2465,1
2466,0
2467,0
2468,0
2469,0
2470,0
2471,1
2472,0
2473,0
2474,1
2475,0
2476,1
2477,0
2478,1
2479,0
2480,0
2481,0
2482,1
2483,0
2484,0
2485,0
2486,0
2487,0
2488,0
2489,0
2490,0
2491,0
2492,0
2493,0
2494,0
2495,0
2496,0
2497,1
2498,1
2499,0
2500,1
2501,0
2502,0
2503,0
2504,1
2505,1
2506,0
2507,0
2508,1
2509,0
2510,0
2511,0
2512,0
2513,0
2514,0
2515,0
2516,0
2517,0
2518,1
2519,0
2520,1
2521,0
2522,1
2523,0
2524,1
2525,1
2526,1
2527,1
2528,1
2529,1
2530,1
2531,1
2532,1
2533,1
2534,1
2535,1
2536,0
2537,1
2538,0
2539,1
2540,1
2541,1
2542,0
2543,1
2544,0
2545,0
2546,1
2547,0
2548,0
2549,0
2550,1
2551,0
2552,1
2553,0
2554,0
2555,0
2556,0
2557,1
2558,1
2559,0
2560,1
2561,0
2562,1
2563,0
2564,1
2565,1
2566,0
2567,0
2568,0
2569,1
2570,1
2571,1
2572,1
2573,1
2574,0
2575,0
2576,1
2577,0
2578,1
2579,1
2580,0
2581,0
2582,0
2583,0
2584,0
2585,0
2586,1
2587,1
2588,0
2589,0
2590,1
2591,1
2592,1
2593,1
2594,1
2595,0
2596,0
2597,1
2598,1
2599,0
2600,1
2601,0
2602,0
2603,0
2604,1
2605,0
2606,0
2607,0
2608,0
2609,1
2610,0
2611,1
2612,1
2613,1
2614,0
2615,0
2616,1
2617,0
2618,1
2619,0
2620,0
2621,0
2622,0
2623,0
2624,0
2625,0
2626,1
2627,1
2628,0
2629,0
2630,1
2631,1
2632,0
2633,1
2634,1
2635,0
2636,1
2637,0
2638,0
2639,1
2640,1
2641,1
2642,1
2643,0
2644,0
2645,1
2646,0
2647,0
2648,1
2649,0
2650,0
2651,1
2652,1
2653,1
2654,1
2655,1
2656,0
2657,0
2658,0
2659,0
2660,1
2661,0
2662,0
2663,0
2664,0
2665,1
2666,1
2667,0
2668,1
2669,0
2670,1
2671,0
2672,1
2673,0
2674,0
2675,0
2676,1
2677,0
2678,0
2679,0
2680,1
2681,1
2682,1
2683,1
2684,0
2685,1
2686,0
2687,1
2688,0
2689,0
2690,0
2691,0
2692,0
2693,1
2694,0
2695,1
2696,0
2697,1
2698,0
2699,0
2700,0
2701,1
2702,0
2703,0
2704,1
2705,1
2706,0
2707,1
2708,0
2709,0
2710,0
2711,0
2712,1
2713,0
2714,0
2715,0
2716,1
2717,1
2718,1
2719,1
2720,0
2721,0
2722,0
2723,0
2724,1
2725,0
2726,1
2727,0
2728,0
2729,0
2730,1
2731,1
2732,0
2733,1
2734,0
2735,0
2736,0
2737,0
2738,1
2739,0
2740,0
2741,0
2742,0
2743,1
2744,1
2745,1
2746,0
2747,1
2748,1
2749,1
2750,1
2751,1
2752,0
2753,0
2754,0
2755,0
2756,0
2757,0
2758,0
2759,0
2760,0
2761,0
2762,0
2763,1
2764,1
2765,0
2766,0
2767,0
2768,0
2769,0
2770,0
2771,1
2772,1
2773,1
2774,0
2775,1
2776,0
2777,0
2778,0
2779,0
2780,0
2781,0
2782,0
2783,1
2784,0
2785,0
2786,0
2787,1
2788,1
2789,0
2790,0
2791,0
2792,0
2793,0
2794,0
2795,0
2796,0
2797,0
2798,0
2799,0
2800,0
2801,0
2802,0
2803,1
2804,1
2805,1
2806,1
2807,0
2808,0
2809,0
2810,0
2811,1
2812,0
2813,0
2814,1
2815,0
2816,1
2817,0
2818,0
2819,1
2820,1
2821,0
2822,0
2823,1
2824,0
2825,0
2826,0
2827,0
2828,1
2829,0
2830,1
2831,0
2832,0
2833,0
2834,0
2835,1
2836,0
2837,0
2838,1
2839,1
2840,0
2841,1
2842,1
2843,1
2844,0
2845,0
2846,1
2847,1
2848,0
2849,0
2850,0
2851,1
2852,1
2853,0
2854,0
2855,0
2856,0
2857,1
2858,1
2859,1
2860,1
2861,0
2862,0
2863,1
2864,0
2865,0
2866,0
2867,0
2868,0
2869,1
2870,0
2871,0
2872,0
2873,0
2874,0
2875,0
2876,0
2877,0
2878,1
2879,1
2880,0
2881,0
2882,1
2883,0
2884,0
2885,0
2886,0
2887,0
2888,0
2889,0
2890,0
2891,0
2892,1
2893,0
2894,0
2895,0
2896,0
2897,0
2898,0
2899,0
2900,0
2901,1
2902,0
2903,0
2904,0
2905,0
2906,0
2907,0
2908,1
2909,1
2910,1
2911,0
2912,1
2913,0
2914,0
2915,0
2916,1
2917,0
2918,1
2919,0
2920,0
2921,0
2922,1
2923,0
2924,0
2925,0
2926,0
2927,0
2928,0
2929,0
2930,0
2931,1
2932,0
2933,1
2934,0
2935,0
2936,0
2937,0
2938,0
2939,0
2940,0
2941,0
2942,0
2943,1
2944,0
2945,1
2946,1
2947,1
2948,0
2949,0
2950,1
2951,0
2952,0
2953,0
2954,0
2955,0
2956,0
2957,0
2958,0
2959,1
2960,0
2961,0
2962,0
2963,0
2964,0
2965,1
2966,1
2967,0
2968,0
2969,0
2970,0
2971,0
2972,0
2973,1
2974,0
2975,0
2976,1
2977,0
2978,1
2979,1
2980,0
2981,0
2982,0
2983,0
2984,1
2985,0
2986,1
2987,0
2988,0
2989,0
2990,0
2991,0
2992,0
2993,0
2994,1
2995,0
2996,0
2997,0
